followers_count,following_count,tweet_count,account_age_days,listed_count,verified,default_profile,default_profile_image,geo_enabled,description_length,avg_tweets_per_day,avg_retweet_ratio,label
1802,1699,132,3451,99,0.0,0.0,0,1,159,11.533780964814792,0.45672207089009687,0.0
1614,723,7499,2600,37,0.0,0.0,0,0,56,10.687397216423133,0.3965752598478981,0.0
1327,541,7904,2507,41,0.0,0.0,0,1,108,18.019757889044847,0.4900147526504123,0.0
2805,227,7418,3318,25,0.0,0.0,0,1,67,11.710821514012412,0.3116852920710138,0.0
616,1710,4793,705,75,0.0,0.0,0,1,79,1.151471192163183,0.15311507574963695,0.0
324,1272,1490,24,0,0.0,1.0,1,0,15,187.8233416222239,0.868762979572997,1.0
775,1760,7139,925,62,0.0,0.0,0,1,58,11.719059941821198,0.27453781233097196,0.0
538,1013,7945,2143,38,0.0,0.0,0,1,73,14.105236532881472,0.2989209717823268,0.0
3906,184,6708,1912,89,0.0,0.0,1,0,52,16.624809701583025,0.4042606763942078,0.0
245,3323,23195,74,1,0.0,1.0,1,0,36,91.37827765525071,0.9328959140775657,1.0
4588,527,3884,3429,80,0.0,0.0,0,0,122,9.674021092463244,0.43638785584861195,0.0
325,2414,2168,47,3,0.0,1.0,1,1,21,72.59257989524306,0.9254184563067462,1.0
2507,559,8497,3531,53,0.0,0.0,0,0,95,6.620706273467844,0.26265816078896165,0.0
68,3561,25849,242,0,0.0,1.0,1,1,0,28.1199791936709,0.870204272488384,1.0
3759,450,4378,3357,37,0.0,0.0,0,1,89,10.304429294301155,0.40554967719992097,0.0
3432,588,4975,2819,24,0.0,0.0,0,1,107,17.784173630444723,0.1933706291044134,0.0
18,2532,1954,176,1,0.0,1.0,0,1,27,97.17513343369609,0.8589390835918798,1.0
498,2931,34653,284,1,0.0,1.0,0,1,1,41.665657120441345,0.8699391469205929,1.0
2672,1617,5784,3642,61,0.0,0.0,0,0,141,6.31386980122834,0.3985837181301336,0.0
4635,1502,56,3013,92,0.0,0.0,0,1,73,13.138523027211527,0.17037185881004435,0.0
3185,613,2593,927,75,0.0,0.0,0,1,106,19.984495501794527,0.1562102147779407,0.0
2171,706,7298,3368,33,0.0,0.0,0,1,70,10.180356315723632,0.4762177728710897,0.0
644,1496,3632,623,69,0.0,0.0,0,1,78,13.952416163923461,0.4417328447213811,0.0
3809,417,7616,3182,73,1.0,0.0,0,0,97,10.32213151003169,0.20833998955697425,0.0
546,934,1538,2500,33,0.0,0.0,0,0,106,6.354816362906808,0.40198395494887296,0.0
1168,1113,9641,797,65,0.0,0.0,0,1,153,15.002307206853233,0.48616880435718235,0.0
102,2080,34708,78,4,0.0,1.0,1,1,14,151.29559878576623,0.767176655009175,1.0
246,3001,40795,205,1,0.0,1.0,1,0,31,75.50870723475234,0.835307664690286,1.0
87,2173,25503,201,4,0.0,1.0,1,0,28,27.563346427944737,0.8317886473951585,1.0
1756,1480,4554,3119,22,0.0,0.0,0,1,120,15.834219834947843,0.22297394968583958,0.0
1841,1384,5373,2426,42,0.0,0.0,0,1,145,5.921865498100035,0.1707349888372997,0.0
224,2326,43674,118,4,0.0,1.0,1,1,34,55.93664345264014,0.7353073811493105,1.0
221,2390,21698,88,1,0.0,1.0,1,0,8,93.68823471864154,0.7522961481941826,1.0
234,1806,2420,2130,33,1.0,0.0,0,0,120,14.346815361531675,0.2615154096600689,0.0
436,3867,29114,110,1,0.0,1.0,1,0,0,94.56396527378061,0.9289480391367466,1.0
167,1232,3449,2729,75,0.0,0.0,0,0,127,11.160929382991267,0.2837686066262468,0.0
1586,1170,3024,484,37,0.0,0.0,0,1,104,8.17859696303746,0.15711364006620535,0.0
30,4012,46730,129,2,0.0,1.0,1,1,18,195.38224849591157,0.88826576157185,1.0
4140,986,7150,2124,68,0.0,0.0,0,1,93,16.752491040117018,0.3314095135652264,0.0
407,1632,15820,281,3,0.0,1.0,0,0,3,181.0426113798802,0.7224262192604919,1.0
2207,1185,6117,1235,95,0.0,0.0,0,0,157,6.881509816440951,0.36382721885109603,0.0
299,3299,32047,43,0,0.0,1.0,0,0,12,87.62613939597504,0.8668905254465429,1.0
456,4713,28398,254,4,0.0,1.0,1,0,30,60.945616396332426,0.8822015497548469,1.0
2068,216,6213,1374,88,0.0,0.0,0,1,72,2.5095571057690877,0.40086989556587527,0.0
14,4230,20810,243,1,0.0,1.0,1,0,48,59.726633699163024,0.7364638897208761,1.0
175,1158,5906,2747,26,0.0,0.0,0,1,150,3.8398873528532387,0.32337740642526613,0.0
2874,1959,6757,3189,54,0.0,0.0,0,0,148,5.218000140403406,0.1965415552036418,0.0
398,1705,24916,142,0,0.0,1.0,1,1,6,196.26204688943525,0.7267340158739359,1.0
2948,344,6921,592,79,0.0,0.0,0,1,124,8.66301758131538,0.40643003941737754,0.0
422,3956,43137,248,3,0.0,1.0,1,0,38,129.465729628967,0.7394269111779878,1.0
4900,247,9037,905,87,0.0,0.0,0,1,155,18.96041426508768,0.3685596762975828,0.0
3922,502,4506,3069,35,0.0,0.0,0,1,79,19.021329904439966,0.42278399021154145,0.0
1990,855,250,2501,78,1.0,0.0,0,1,129,10.020707376156215,0.23128428513868482,0.0
2091,1501,7977,2788,24,0.0,0.0,0,1,116,6.772577302090927,0.40517516696281797,0.0
1790,403,6708,2238,92,0.0,0.0,0,1,125,15.63344744338198,0.18141517516359387,0.0
3396,986,3397,3459,36,0.0,0.0,0,1,58,15.352820617772029,0.3972007386744615,0.0
3675,736,9788,1922,32,0.0,0.0,0,1,149,12.23823133788935,0.4512455078853247,0.0
4325,1341,1140,3504,77,0.0,0.0,0,0,143,10.157065075491179,0.45105958173556193,0.0
4146,1462,7102,2317,32,0.0,0.0,0,1,72,9.464131012145383,0.38196549278463354,0.0
3197,957,9282,1891,29,0.0,0.0,0,1,116,19.62774988316971,0.20695514276669777,0.0
3519,831,1234,1649,45,0.0,0.0,0,0,52,7.727807408481404,0.18292336500227338,0.0
238,4247,34291,270,0,0.0,1.0,1,1,13,48.20098418255324,0.8214558417878252,1.0
933,305,3039,3055,83,0.0,0.0,0,1,55,3.610060305159389,0.30518793973291103,0.0
3871,668,3792,2369,94,0.0,0.0,0,0,132,13.358573771769503,0.39900089424502205,0.0
1645,1640,6588,3035,87,0.0,0.0,1,1,59,2.0204222953163753,0.16228939314120938,0.0
1021,845,296,2830,78,0.0,0.0,0,1,111,9.793906632267054,0.25698216155163334,0.0
4156,550,4916,3644,63,0.0,0.0,0,0,110,7.931544837694724,0.2983902811431325,0.0
1567,442,3299,1230,4,0.0,0.0,0,1,144,7.781928143511037,0.4823133634594087,0.0
109,2640,36525,255,1,0.0,1.0,1,0,32,139.39051463440728,0.8290013230434478,1.0
2576,1977,203,3013,17,0.0,0.0,0,1,78,6.8680598788942575,0.3559903611492232,0.0
4921,1281,2249,1296,66,0.0,0.0,0,0,103,16.505481066018067,0.11725696247734195,0.0
615,1088,3494,2466,1,0.0,0.0,0,1,125,16.782374293889212,0.3040678924150816,0.0
2158,703,2856,3243,71,0.0,0.0,0,1,78,1.8383984578486339,0.14908110648075348,0.0
332,4631,25363,296,4,0.0,1.0,0,0,28,72.42976852696017,0.9007615316399683,1.0
163,1667,36503,58,3,0.0,1.0,1,0,26,30.526267450864047,0.8553242585541972,1.0
2545,1119,8527,2417,51,0.0,0.0,0,1,74,10.894508912237834,0.38358192304868155,0.0
3142,411,3810,3401,9,0.0,0.0,0,1,99,5.623625994668285,0.2519232568500691,0.0
389,1756,22252,227,2,0.0,1.0,0,1,11,36.312398609638684,0.7104686747433037,1.0
453,707,9270,1317,75,0.0,0.0,0,1,117,19.335135510781075,0.2324101586280427,0.0
3894,913,9780,3032,86,0.0,0.0,0,1,106,9.753530494625851,0.22159171559837915,0.0
1027,794,2862,1082,83,0.0,0.0,0,1,96,5.3254511082638505,0.47973045677394965,0.0
193,3124,34541,65,0,0.0,1.0,1,1,7,78.27036157764351,0.7566725566671283,1.0
2395,1949,9334,1131,51,0.0,0.0,0,1,91,17.40720633767691,0.34354109471132893,0.0
1833,978,5898,2182,94,0.0,0.0,0,1,110,10.537456471238206,0.23954901382604332,0.0
4362,1796,9540,1503,4,0.0,0.0,0,0,61,1.0735285419878378,0.3567372723518035,0.0
405,2144,27532,298,1,0.0,1.0,1,0,35,106.77608201440638,0.8837534521151994,1.0
454,1316,5423,117,2,0.0,1.0,1,0,45,121.26458967763931,0.9241945292173086,1.0
2463,1608,358,761,66,0.0,0.0,0,1,74,19.94818634866358,0.46147631475646467,0.0
1023,110,4156,2591,34,0.0,0.0,0,1,88,16.952203029072713,0.36661543887871706,0.0
4809,407,1919,2030,83,0.0,0.0,0,1,53,14.031025480033293,0.2925210997951726,0.0
3920,1374,8846,388,51,0.0,0.0,0,1,139,4.087750123441969,0.4858850069765237,0.0
4516,1103,5814,1176,59,0.0,0.0,0,0,79,2.4154391049986006,0.28833259767397085,0.0
2121,717,1791,2751,21,0.0,0.0,0,0,102,16.582663393552075,0.2558129430366719,0.0
1709,422,5253,3597,59,0.0,0.0,0,1,51,1.4112091006765959,0.287781572691583,0.0
2412,1900,4690,563,91,0.0,0.0,0,1,62,10.338322742413586,0.494925366312162,0.0
1918,1401,3318,1686,15,0.0,0.0,0,0,69,4.49307239664892,0.18594048713703995,0.0
2533,875,3687,2007,61,0.0,0.0,0,1,96,2.980716140124255,0.19702915624897713,0.0
154,2197,7727,26,1,0.0,1.0,1,0,22,31.420920957788645,0.7510305711395244,1.0
3935,1140,9611,2456,44,0.0,0.0,0,1,123,3.8564950236235647,0.14339966697033546,0.0
2002,370,3544,573,4,0.0,0.0,0,1,87,9.874608614622197,0.16127577178594021,0.0
35,2836,17574,51,3,0.0,1.0,1,0,14,134.43262008594843,0.7822788532237068,1.0
1788,732,3553,1701,49,0.0,0.0,0,1,50,5.7958361419515665,0.1881223310543399,0.0
4047,1144,6192,926,97,0.0,0.0,1,1,84,2.0350655735232164,0.30887328021909166,0.0
1353,1919,1438,654,20,0.0,0.0,0,1,92,10.514083465564992,0.4245980806365147,0.0
53,761,17972,94,3,0.0,1.0,1,1,2,194.78524362411795,0.9377842616104466,1.0
205,1619,6280,1861,56,0.0,0.0,0,0,137,14.338325339535599,0.437226748222163,0.0
113,3994,49904,281,0,0.0,1.0,1,0,33,120.78927902660175,0.7458927756632867,1.0
4516,1515,2404,2091,86,0.0,0.0,0,1,79,10.419264366983311,0.14254445273303987,0.0
226,2485,35581,145,1,0.0,1.0,1,1,9,78.11478995050146,0.9469247981902706,1.0
4222,589,942,3406,5,0.0,0.0,0,1,112,13.013294852692203,0.32146493403000465,0.0
3628,1795,7736,387,46,0.0,0.0,0,1,110,16.354192873398468,0.4995795269088753,0.0
31,4110,25846,130,4,0.0,1.0,1,0,35,27.892463367973374,0.853823529772135,1.0
2139,335,4085,1506,51,0.0,0.0,0,1,52,3.908059045108987,0.35458809672242675,0.0
3867,1384,3624,2106,20,0.0,0.0,0,1,53,8.739770626808312,0.1256261948242186,0.0
4085,1248,9095,1351,52,0.0,0.0,0,0,74,10.36744824877104,0.10339058438591159,0.0
315,687,35899,47,4,0.0,1.0,0,0,19,58.773926947185245,0.7383080800586528,1.0
110,2968,32334,236,0,0.0,1.0,1,0,24,82.13727815035982,0.8238254134224025,1.0
332,1202,8485,3586,7,0.0,0.0,0,1,146,6.540314950154913,0.12248677344979075,0.0
4372,138,8139,3582,27,0.0,0.0,0,1,141,2.4774243818902715,0.31990715959319793,0.0
4333,1344,3209,1785,56,0.0,0.0,0,0,99,1.935267350461237,0.3578184769772762,0.0
1854,317,3388,2790,84,0.0,0.0,0,1,158,12.185095905102186,0.4830991180203753,0.0
4464,1614,6535,621,52,0.0,0.0,0,1,85,10.01711477239916,0.147694326085014,0.0
4440,1929,9890,1630,88,0.0,0.0,0,1,150,4.514326960064292,0.25849426864731284,0.0
4366,1934,587,3017,15,0.0,0.0,0,0,115,7.626046474199994,0.32642122355700526,0.0
2456,1322,6130,2267,53,0.0,0.0,0,1,76,9.903126255496716,0.38221719142023736,0.0
469,3064,35493,257,2,0.0,1.0,1,0,28,109.01044186326598,0.9349958213477065,1.0
1011,150,4551,3370,69,0.0,0.0,0,1,90,13.19425957817103,0.3744820816046164,0.0
1821,521,1685,1263,64,0.0,0.0,0,1,65,13.685253778789223,0.3693261138840107,0.0
286,2304,27140,275,0,0.0,1.0,0,0,28,137.98382626575733,0.808556944248243,1.0
1669,1497,650,592,33,0.0,0.0,0,0,81,6.330842128099984,0.337618825519589,0.0
2827,1538,6633,1081,63,0.0,0.0,0,1,149,10.595500370722707,0.42678245767702394,0.0
45,2573,19557,275,3,0.0,1.0,1,1,44,157.39283946061056,0.8792589803966709,1.0
157,1838,26601,197,0,0.0,1.0,0,0,28,41.645319227583826,0.7235481142707842,1.0
471,1093,23403,71,2,0.0,1.0,1,0,41,137.02943585317587,0.7057371073599861,1.0
1369,1978,1538,2613,87,0.0,0.0,0,0,135,14.693099483975198,0.1573174628692797,0.0
516,1148,6789,988,76,0.0,0.0,0,1,150,4.13151833226122,0.3270143267165767,0.0
2947,635,6208,1232,79,0.0,0.0,0,1,146,12.850811389140391,0.13003872369796238,0.0
457,2195,21541,206,2,0.0,1.0,1,0,16,31.876562560918373,0.9189464452399261,1.0
108,3988,5582,156,3,0.0,1.0,1,0,9,168.89686401561235,0.824639410070444,1.0
3394,1254,4781,2397,19,0.0,0.0,0,0,121,7.530603362167199,0.2743116714037999,0.0
4761,989,6470,614,50,0.0,0.0,0,0,114,14.936533087451165,0.11472503767116074,0.0
2249,1907,5984,1986,94,0.0,0.0,0,1,136,11.597829080617469,0.14293863006386798,0.0
46,813,2191,134,1,0.0,1.0,1,0,13,144.81146472905624,0.8524566788606149,1.0
207,3044,3881,98,3,0.0,1.0,1,1,15,54.74650919857779,0.9130869502381594,1.0
388,2595,21539,114,3,0.0,1.0,1,0,47,111.66118649265998,0.8423802866582584,1.0
3528,1479,5569,2534,27,1.0,0.0,1,1,153,17.278935391974706,0.13579926450155583,0.0
1076,734,1517,1369,27,0.0,0.0,0,1,67,3.0018583319774663,0.24261964250665555,0.0
431,1752,6748,2123,43,0.0,0.0,0,1,79,2.9529636310324348,0.31986369966434935,0.0
1423,732,2864,1247,62,1.0,0.0,0,0,116,14.38035965512641,0.445002092154008,0.0
3234,891,1365,478,81,0.0,0.0,0,1,121,17.290984023561837,0.18621346128639674,0.0
2516,1332,5574,1744,59,0.0,0.0,0,1,60,16.74974922048823,0.154424017176419,0.0
2715,1871,5910,3107,68,0.0,0.0,0,1,58,3.0652839095278424,0.47722559754437366,0.0
3465,1791,5425,3392,22,0.0,0.0,0,1,68,3.430543147689228,0.26948930192232834,0.0
549,1567,9400,543,46,0.0,0.0,0,1,111,17.5012973781688,0.39090966303401586,0.0
85,1480,30670,286,0,0.0,1.0,1,0,22,152.05593174726198,0.8126168319261894,1.0
2798,420,3089,3549,30,0.0,0.0,0,0,156,18.987579002710966,0.4466709025225283,0.0
419,2962,38146,240,4,0.0,1.0,1,0,44,138.35987765000098,0.8302740172481884,1.0
124,2815,39871,103,4,0.0,1.0,1,0,18,128.701154026059,0.8622354839880831,1.0
3329,1139,4174,3203,72,0.0,0.0,0,0,142,9.966761034714406,0.26388565536902076,0.0
126,4103,21343,61,1,0.0,1.0,1,0,22,175.16555737283176,0.8140700275684072,1.0
515,1562,9691,3407,81,0.0,0.0,0,0,128,3.8195304772229264,0.22559778522274812,0.0
429,1966,16089,249,3,0.0,1.0,0,1,33,128.26873153548945,0.9374915220226843,1.0
2510,214,7678,3054,98,0.0,0.0,0,0,154,4.724267786702862,0.46228792405998076,0.0
1803,1865,3537,2469,40,1.0,0.0,0,1,84,16.826609200878103,0.39429759157510125,0.0
446,3902,26938,113,4,0.0,1.0,1,0,12,97.9304818151724,0.8959846588406077,1.0
3767,997,3355,1303,23,0.0,0.0,0,1,59,15.023604998053978,0.28500010060487224,0.0
374,2409,26241,95,0,0.0,1.0,1,0,8,54.585712765379796,0.8697208417223256,1.0
1458,343,5665,3376,59,0.0,0.0,1,1,68,7.741482452714851,0.4086068910329471,0.0
2557,1636,1503,1033,41,0.0,0.0,0,0,100,8.542872936271515,0.19248496874347892,0.0
2811,692,2975,738,41,1.0,0.0,0,0,99,7.141069850786824,0.4776925121960055,0.0
327,4219,22292,90,0,0.0,1.0,1,0,4,95.39671920428849,0.9380878759897637,1.0
1188,1224,5250,515,47,0.0,0.0,0,1,128,1.7266286410366845,0.47573888010620446,0.0
4333,1155,8665,2468,92,0.0,0.0,0,1,110,3.334554104557898,0.4398146169339693,0.0
289,1922,16474,71,0,0.0,1.0,1,0,6,42.76837267764576,0.786568566619352,1.0
189,1652,8501,1909,15,0.0,0.0,0,1,111,14.151583858060135,0.33172830271404563,0.0
322,4793,1615,80,0,0.0,1.0,1,0,19,113.87746085483252,0.9457006349262547,1.0
1430,472,7534,1626,76,0.0,0.0,0,0,138,3.689832261753888,0.2000082338287823,0.0
133,1146,6650,158,0,0.0,1.0,1,0,12,127.45125132712684,0.7876791793730414,1.0
2107,1373,4501,1838,72,0.0,0.0,0,1,116,8.458957263443054,0.39668810361839957,0.0
4285,380,1890,2386,96,0.0,0.0,0,0,85,9.61764377701753,0.40529806851091754,0.0
2257,1365,153,3473,52,0.0,0.0,0,1,96,18.96179547488888,0.23173447707439704,0.0
1067,1320,5515,1427,67,0.0,0.0,0,0,133,4.44435094339334,0.3597526942366487,0.0
4545,1213,4083,1218,89,0.0,0.0,0,1,75,4.650982342180597,0.27626317731168704,0.0
915,1939,6942,3575,68,0.0,0.0,0,0,93,12.976884618388587,0.22365550464428333,0.0
4552,1060,3912,1672,6,0.0,0.0,0,1,88,2.397184609888458,0.4856419030105513,0.0
3401,1722,8370,2881,37,0.0,0.0,0,1,103,12.607624026677836,0.4022930157740987,0.0
1344,848,4852,1019,89,0.0,0.0,0,1,57,9.185117656072427,0.4426958666950923,0.0
384,1386,14335,76,4,0.0,1.0,1,1,44,56.06288549274851,0.7163154342656647,1.0
4356,1007,8850,3082,44,0.0,0.0,0,1,83,15.35542196418067,0.24006851381156913,0.0
1205,1649,1838,2257,29,0.0,0.0,0,1,139,16.58486280232244,0.2969116250122391,0.0
2801,1506,6608,1977,73,0.0,0.0,1,1,97,9.736813631518487,0.29107608243802885,0.0
110,4496,23223,146,0,0.0,1.0,1,0,49,80.99173128494374,0.8101209128349195,1.0
3344,1850,1988,1179,81,0.0,0.0,0,0,154,8.396559064075287,0.12926681253704453,0.0
466,1773,4797,924,20,0.0,0.0,0,1,55,1.173666546028417,0.4929145325126909,0.0
4981,1552,6207,3582,64,0.0,0.0,0,1,61,19.591669742157077,0.10123717712027896,0.0
2555,1246,6829,1587,22,0.0,0.0,0,1,144,11.155916337049709,0.24083749218165518,0.0
3386,426,7298,1826,94,0.0,0.0,0,1,135,11.546717590293039,0.2770747196330423,0.0
4486,1071,8541,2743,33,0.0,0.0,0,1,107,6.170853039831755,0.19232158282826683,0.0
91,4335,19100,227,4,0.0,1.0,1,0,26,38.9838134016955,0.882135649665486,1.0
469,3310,8601,222,2,0.0,1.0,1,0,26,143.2408929348551,0.7198256186883465,1.0
4915,736,2157,634,64,0.0,0.0,0,1,132,2.638915622959632,0.15768371858889565,0.0
4872,1008,4181,2829,93,0.0,0.0,0,1,75,11.15164463446773,0.21000701918626144,0.0
3278,1598,1039,2544,4,0.0,0.0,1,0,129,11.053340283341992,0.11659507200308555,0.0
2721,1512,3290,3401,69,0.0,0.0,0,0,75,6.654585403936539,0.4733341029169821,0.0
160,1764,47476,291,3,0.0,1.0,1,1,19,83.03872342367171,0.8401744543660665,1.0
139,544,11255,152,0,0.0,1.0,1,0,13,182.495182695334,0.8258880377542461,1.0
1273,1550,9828,3595,22,0.0,0.0,0,0,140,5.059321150456272,0.11930241038144646,0.0
4861,473,2153,1045,11,0.0,0.0,0,1,128,18.539344568635897,0.44583199590596034,0.0
3162,1246,8952,1163,80,0.0,0.0,1,1,69,18.637297420699166,0.40383067658581073,0.0
3196,1990,5114,3111,45,0.0,0.0,0,1,50,15.443159273752423,0.21422711998818791,0.0
215,1512,36892,150,0,0.0,1.0,1,0,1,199.30714229542457,0.7512218071729438,1.0
4130,1610,7383,1024,17,0.0,0.0,0,1,111,9.76370632712783,0.2519457517212294,0.0
10,1100,42973,50,2,0.0,1.0,1,0,29,182.92558693623806,0.857981070357031,1.0
482,3036,25660,120,1,0.0,1.0,1,0,23,92.59577983872406,0.9327519524122807,1.0
542,205,6880,1987,24,0.0,0.0,1,1,147,10.986744784650451,0.23218127129224986,0.0
1963,885,8421,1475,8,0.0,0.0,0,1,65,12.67758983049951,0.17985341595538373,0.0
1269,183,8502,1939,13,0.0,0.0,0,1,140,8.25753499597303,0.2586218965890241,0.0
1992,827,7503,409,68,0.0,0.0,0,0,51,2.64034015879545,0.4889499822195631,0.0
980,223,7639,639,77,0.0,0.0,0,1,144,4.068770427196611,0.42432723494271185,0.0
486,2225,9226,32,0,0.0,1.0,1,0,31,174.71515180035016,0.7435419202302803,1.0
994,869,8169,2878,20,0.0,0.0,0,0,152,14.52843282820045,0.2832046716434016,0.0
2617,549,3108,1633,30,0.0,0.0,0,0,106,3.2392134782508615,0.3451477750208356,0.0
3467,1706,663,738,58,0.0,0.0,0,1,146,6.431320469610733,0.32116982069100297,0.0
841,769,6444,3121,43,0.0,0.0,0,1,132,6.785243754881055,0.18979271121064603,0.0
3183,1876,5505,1916,93,0.0,0.0,0,0,89,13.205756482766663,0.382275396812478,0.0
180,584,6572,3202,73,0.0,0.0,0,1,51,2.133795602994458,0.3990226148166718,0.0
2190,1326,7129,2739,5,0.0,0.0,0,0,71,16.0304558916225,0.1485738676692021,0.0
3148,1119,5533,495,81,0.0,0.0,1,0,113,1.6160444030705694,0.1831050744237333,0.0
2811,1180,9765,2586,36,0.0,0.0,0,1,107,16.17638563638598,0.42510011214611476,0.0
192,289,2414,3358,61,1.0,0.0,0,1,115,7.805231600136066,0.4675220721257022,0.0
4752,783,3245,1137,22,0.0,0.0,0,1,85,11.130953659378257,0.25280227304983804,0.0
318,4888,41544,258,3,0.0,1.0,1,0,11,159.01754480727547,0.7319895410270757,1.0
242,1816,21116,74,2,0.0,1.0,1,0,13,185.66004110100815,0.7302394404386308,1.0
4968,1268,6293,1408,42,0.0,0.0,0,1,117,5.97310888912122,0.2146018593187885,0.0
2872,669,9940,2070,25,0.0,0.0,0,0,75,9.124094262214934,0.4504771752416695,0.0
4609,1735,9651,2769,85,0.0,0.0,0,1,84,7.1285438423903065,0.3582300143607061,0.0
1066,1545,256,1862,72,0.0,0.0,1,1,94,5.401293313330486,0.46716370973329524,0.0
163,889,18794,224,1,0.0,1.0,1,0,37,180.27496534790683,0.7965507311364702,1.0
235,1898,1327,821,37,0.0,0.0,0,1,91,11.273681828193638,0.4128692770899838,0.0
2048,951,9878,3319,63,0.0,0.0,0,1,111,18.991825908325552,0.4895985205691952,0.0
3295,415,3205,1408,82,0.0,0.0,0,0,76,15.923721181619396,0.26352898416451687,0.0
1868,497,980,2241,57,0.0,0.0,0,0,137,16.466736788829586,0.18769803541870297,0.0
118,3739,14327,82,1,0.0,1.0,1,0,28,89.41856415969488,0.8025788878684723,1.0
3103,306,9430,1446,10,0.0,0.0,0,0,55,18.065397970650025,0.1442292268378863,0.0
2860,1321,6687,1767,57,1.0,0.0,0,1,121,10.682578607988775,0.23974206743421697,0.0
294,3116,42662,86,2,0.0,1.0,1,1,44,198.26741413409817,0.8152224924069291,1.0
4032,1961,2346,2671,7,0.0,0.0,0,0,81,17.25728070631653,0.3415917101432776,0.0
1605,1836,7954,2824,82,0.0,0.0,0,1,80,4.208179993091305,0.2011902669300537,0.0
570,1414,6692,642,65,0.0,0.0,0,0,93,19.324423123409392,0.2693096017586071,0.0
63,2908,47418,285,4,0.0,1.0,1,0,24,118.27894437613551,0.8255594934220569,1.0
3701,1128,7905,1041,14,0.0,0.0,0,1,60,8.343540767978379,0.13665531994931945,0.0
2442,264,3580,2537,64,0.0,0.0,0,1,129,18.02822897468506,0.2155807090535341,0.0
207,982,2701,2680,37,0.0,0.0,0,0,138,10.698467052447812,0.36846731188852433,0.0
3049,1659,4338,3328,35,1.0,0.0,0,0,148,14.569207252038373,0.12112836820944578,0.0
4813,465,2475,2121,44,0.0,0.0,0,1,84,4.901938910400821,0.28209816037736246,0.0
353,3758,46929,189,1,0.0,1.0,1,0,21,136.75472644489196,0.9107535887112406,1.0
111,2208,1294,285,4,0.0,1.0,1,0,35,134.3719203462402,0.8513631915344794,1.0
